House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Thames Lane,Victoria,Freeman,66,Head,Single,Female,Agricultural engineer,None,Christian
10,Thames Lane,Phillip,Freeman,25,Son,Divorced,Male,"Surveyor, quantity",None,Christian
11,Thames Lane,Clare,Lloyd,60,Head,Single,Female,Hotel manager,None,Christian
11,Thames Lane,Andrew,Lloyd,44,Son,Single,Male,"Engineer, drilling",None,Christian
11,Thames Lane,Laura,Lloyd,40,Daughter,Single,Female,"Journalist, newspaper",Unknown Infection,Christian
11,Thames Lane,Wayne,Lloyd,39,Son,Single,Male,"Scientist, forensic",None,None
11,Thames Lane,Carole,Lloyd,36,Daughter,Widowed,Female,Herbalist,None,Christian
12,Thames Lane,Maureen,Hughes,36,Head,Single,Female,Unemployed,None,Christian
12,Thames Lane,Megan,Pratt,23,None,Single,Female,Unemployed,None,Methodist
13,Thames Lane,Sheila,Martin,38,Head,Divorced,Female,Unemployed,None,None
13,Thames Lane,Samantha,Martin,16,Daughter,NA,Female,Student,None,NA
14,Thames Lane,Christine,Henderson,42,Head,Married,Female,Engineering geologist,None,None
14,Thames Lane,Patrick,Henderson,44,Husband,Married,Male,Dentist,None,None
14,Thames Lane,Simon,Henderson,15,Son,NA,Male,Student,None,NA
15,Thames Lane,Kathryn,Rees,37,Head,Married,Female,"Scientist, research (physical sciences)",None,Catholic
15,Thames Lane,Mark,Rees,38,Husband,Married,Male,Clothing/textile technologist,None,Catholic
15,Thames Lane,Sophie,Rees,10,Daughter,NA,Female,Student,None,NA
16,Thames Lane,Lawrence,Wilson,44,Head,Married,Male,Garment/textile technologist,None,None
16,Thames Lane,Harriet,Wilson,42,Wife,Married,Female,Wellsite geologist,None,None
17,Thames Lane,Adam,Davies,54,Head,Widowed,Male,Writer,None,None
18,Thames Lane,Tracey,Day,71,Head,Married,Female,Retired Fish farm manager,None,Christian
18,Thames Lane,Christopher,Day,71,Husband,Married,Male,Retired Forest/woodland manager,None,Christian
18,Thames Lane,Samantha,Day,39,Daughter,Single,Female,Tour manager,None,Christian
18,Thames Lane,Karen,Day,34,Daughter,Single,Female,"Engineer, land",None,None
19,Thames Lane,Sharon,Hope,48,Head,Single,Female,Unemployed,None,None
19,Thames Lane,Abdul,Hope,12,Son,NA,Male,Student,None,NA
19,Thames Lane,Stephen,Hope,11,Son,NA,Male,Student,None,NA
19,Thames Lane,Jayne,Hope,7,Daughter,NA,Female,Student,None,NA
19,Thames Lane,Darren,Hope,4,Son,NA,Male,Child,None,NA
20,Thames Lane,Cheryl,Day,49,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,None
20,Thames Lane,Antony,Day,47,Husband,Married,Male,"Psychologist, educational",None,None
20,Thames Lane,Carole,Day,27,Daughter,Divorced,Female,Food technologist,None,None
20,Thames Lane,Damian,Day,23,Son,Single,Male,Armed forces training and education officer,None,None
20,Thames Lane,Mathew,Day,20,Son,Divorced,Male,University Student,None,None
21,Thames Lane,Damian,Thomas,78,Head,Married,Male,Retired Government social research officer,None,None
21,Thames Lane,Kathryn,Thomas,76,Wife,Married,Female,Retired Chief Operating Officer,None,None
22,Thames Lane,Anthony,Ellis,37,Head,Single,Male,"Biochemist, clinical",None,Christian
23,Thames Lane,Ashleigh,Dixon,38,Head,Married,Female,Further education lecturer,None,Methodist
23,Thames Lane,Raymond,Dixon,40,Husband,Married,Male,Communications engineer,None,Methodist
23,Thames Lane,Dorothy,Dixon,7,Daughter,NA,Female,Student,None,NA
24,Thames Lane,Dorothy,Williams,38,Head,Single,Female,Unemployed,None,Christian
24,Thames Lane,Fiona,Williams,10,Daughter,NA,Female,Student,None,NA
25,Thames Lane,Alice,Morris,34,Head,Married,Female,"Production assistant, radio",None,Catholic
25,Thames Lane,Kenneth,Morris,44,Husband,Married,Male,"Engineer, land",None,Catholic
25,Thames Lane,Patricia,Morris,17,Daughter,NA,Female,Student,None,NA
26,Thames Lane,Hilary,Lees,73,Head,Divorced,Female,"Retired Horticulturist, amenity",None,Christian
27,Thames Lane,Ross,Barber,33,Head,Single,Male,Town planner,None,None
27,Thames Lane,Anna,Buckley,18,None,Single,Female,Student,None,NA
28,Thames Lane,Claire,Ahmed,36,Head,Divorced,Female,Translator,None,Methodist
28,Thames Lane,Josh,Ahmed,6,Step-Son,NA,Male,Student,None,NA
29,Thames Lane,Josephine,Lambert,22,Head,Married,Female,University Student,None,None
29,Thames Lane,Danny,Lambert,21,Husband,Married,Male,University Student,None,None
30,Thames Lane,Kieran,Johnson,37,Head,Divorced,Male,Tourist information centre manager,None,Methodist
31,Thames Lane,Alan,Brooks,22,Head,Single,Male,University Student,None,Muslim
31,Thames Lane,Ronald,Patterson,22,None,Single,Male,University Student,None,Christian
31,Thames Lane,Scott,Green,20,None,Single,Male,University Student,None,None
31,Thames Lane,George,Khan,19,None,Single,Male,University Student,None,None
32,Thames Lane,Heather,Evans,59,Head,Widowed,Female,General practice doctor,None,Christian
32,Thames Lane,Sara,Evans,31,Daughter,Single,Female,"Administrator, charities/voluntary organisations",None,Christian
33,Thames Lane,Ashleigh,Mitchell,73,Head,Widowed,Female,Retired Trading standards officer,None,Christian
34,Thames Lane,Samantha,Watson,41,Head,Single,Female,Unemployed,None,Christian
34,Thames Lane,James,Hart-Watson,2,Son,NA,Male,Child,None,NA
35,Thames Lane,Donald,Sharpe,45,Head,Single,Male,"Doctor, hospital",None,Catholic
36,Thames Lane,Pauline,Kemp,82,Head,Married,Female,Retired Regulatory affairs officer,None,Christian
36,Thames Lane,Bradley,Kemp,82,Husband,Married,Male,Retired Advice worker,None,None
37,Thames Lane,Samantha,Scott,50,Head,Married,Female,Pension scheme manager,None,Christian
37,Thames Lane,Timothy,Scott,54,Husband,Married,Male,Water engineer,None,None
37,Thames Lane,Janet,Scott,22,Daughter,Single,Female,University Student,None,None
38,Thames Lane,Connor,Matthews,41,Head,Married,Male,Insurance claims handler,None,None
38,Thames Lane,Louise,Matthews,40,Wife,Married,Female,Camera operator,None,None
39,Thames Lane,Teresa,Saunders,17,Head,Divorced,Female,Unemployed,None,NA
39,Thames Lane,Keith,Saunders,0,Son,NA,Male,Child,None,NA
39,Thames Lane,James,James,56,Lodger,Single,Male,Purchasing manager,None,None
40,Thames Lane,Martyn,White,22,Head,Married,Male,University Student,None,Christian
40,Thames Lane,Jennifer,White,19,Wife,Married,Female,University Student,None,None
41,Thames Lane,Heather,Stewart,54,Head,Single,Female,Unemployed,None,Christian
41,Thames Lane,Daniel,Stewart,15,Son,NA,Male,Student,None,NA
42,Thames Lane,Geoffrey,Jones,35,Head,Married,Male,Unemployed,None,Catholic
42,Thames Lane,Suzanne,Jones,33,Wife,Married,Female,Financial trader,None,Catholic
43,Thames Lane,Hilary,Stevenson,66,Head,Married,Female,"Administrator, local government",None,Methodist
43,Thames Lane,Malcolm,Stevenson,67,Husband,Married,Male,Photographer,None,Methodist
43,Thames Lane,Lesley,Stevenson,33,Daughter,Divorced,Female,"Psychologist, clinical",None,Methodist
44,Thames Lane,Jack,Fitzgerald,72,Head,Single,Male,Retired Leisure centre manager,None,Catholic
45,Thames Lane,Beth,West,52,Head,Single,Female,"Accountant, chartered",None,None
45,Thames Lane,Dean,Jones,51,Partner,Single,Male,Unemployed,None,None
45,Thames Lane,Ashleigh,West,14,Daughter,NA,Female,Student,None,NA
46,Thames Lane,Jane,Jones,45,Head,Divorced,Female,Unemployed,None,Christian
46,Thames Lane,Victor,Jones,11,Son,NA,Male,Student,None,NA
46,Thames Lane,Leah,Jones,10,Daughter,NA,Female,Student,None,NA
47,Thames Lane,Neil,Abbott,80,Head,Widowed,Male,Retired Stage manager,None,None
48,Thames Lane,Mandy,Bowen,52,Head,Single,Female,"Engineer, communications",None,Christian
48,Thames Lane,Carole,Bowen,10,Daughter,NA,Female,Student,None,NA
48,Thames Lane,James,Bowen,7,Son,NA,Male,Student,None,NA
48,Thames Lane,Sian,Bowen,6,Daughter,NA,Female,Student,None,NA
49,Thames Lane,Nathan,Perry-Stone,43,Head,Married,Male,Research scientist (physical sciences),None,Christian
49,Thames Lane,Lindsey,Perry-Stone,42,Wife,Married,Female,"Designer, blown glass/stained glass",None,Christian
49,Thames Lane,Mathew,Perry-Stone,13,Son,NA,Male,Student,None,NA
49,Thames Lane,Angela,Perry-Stone,9,Daughter,NA,Female,Student,None,NA
49,Thames Lane,Stuart,Smith-Perry-Stone,2,Son,NA,Male,Child,None,NA
1,Glory Lane,Amy,Davis,49,Head,Married,Female,Industrial/product designer,None,None
1,Glory Lane,Leon,Ball,49,Husband,Married,Male,"Designer, television/film set",None,None
1,Glory Lane,Elizabeth,Davis,15,Daughter,NA,Female,Student,None,NA
2,Glory Lane,Rosemary,Williams,70,Head,Married,Female,Retired Passenger transport manager,None,None
2,Glory Lane,Clifford,Williams,72,Husband,Married,Male,Retired Public affairs consultant,None,None
3,Glory Lane,Lisa,Gibson,57,Head,Married,Female,Magazine features editor,None,Catholic
3,Glory Lane,Toby,Gibson,63,Husband,Married,Male,Police officer,None,Catholic
3,Glory Lane,Lisa,Gibson,30,Daughter,Single,Female,Interior and spatial designer,None,Catholic
3,Glory Lane,Amanda,Gibson,30,Daughter,Divorced,Female,"Social research officer, government",None,None
3,Glory Lane,Margaret,Gibson,26,Daughter,Single,Female,Publishing copy,None,Catholic
4,Glory Lane,Phillip,Hopkins,72,Head,Married,Male,Retired Paramedic,None,Christian
4,Glory Lane,Nicole,Hopkins,70,Wife,Married,Female,"Retired Psychologist, counselling",None,Christian
5,Glory Lane,Rosie,Jones,18,Head,Married,Female,Student,None,NA
5,Glory Lane,Steven,Jones,19,Husband,Married,Male,University Student,None,NA
5,Glory Lane,Laura,Sullivan,55,None,Married,Female,"Journalist, magazine",None,Christian
5,Glory Lane,Andrew,Sullivan,58,None,Married,Male,Politician's assistant,None,Christian
6,Glory Lane,Vincent,Wyatt,19,Head,Divorced,Male,Chief Technology Officer,None,Catholic
7,Glory Lane,Andrea,O'Connor,84,Head,Married,Female,"Retired Surveyor, minerals",None,None
7,Glory Lane,Simon,O'Connor,85,Husband,Married,Male,Retired Diplomatic Services operational officer,None,None
8,Glory Lane,Janet,Barlow,49,Head,Single,Female,Cabin crew,None,None
8,Glory Lane,Leslie,Ball,52,Partner,Single,Male,"Scientist, audiological",None,None
8,Glory Lane,Bethan,Barlow,19,Daughter,Single,Female,University Student,None,None
8,Glory Lane,Eileen,Barlow,17,Daughter,NA,Female,Student,None,NA
9,Glory Lane,Rita,Porter,22,Head,Married,Female,University Student,None,None
9,Glory Lane,Ian,Porter,29,Husband,Married,Male,Immigration officer,None,None
10,Glory Lane,Stephanie,Carter,43,Head,Single,Female,Child psychotherapist,None,None
11,Glory Lane,Gail,Matthews,50,Head,Single,Female,Human resources officer,None,None
11,Glory Lane,Ricky,Watson,53,Partner,Single,Male,"Designer, industrial/product",None,None
12,Glory Lane,Josh,Walker,57,Head,Divorced,Male,Unemployed,None,Christian
13,Glory Lane,Callum,Mason,73,Head,Widowed,Male,Retired Insurance broker,None,Christian
14,Glory Lane,Sharon,Stewart,40,Head,Married,Female,Science writer,None,Christian
14,Glory Lane,Declan,Stewart,42,Husband,Married,Male,Estate manager/land agent,None,None
14,Glory Lane,Trevor,Robinson,13,Son,NA,Male,Student,Deaf,NA
15,Glory Lane,Alison,Stone,57,Head,Single,Female,Optometrist,None,None
15,Glory Lane,Patrick,Stone,11,Son,NA,Male,Student,None,NA
16,Glory Lane,Geraldine,Taylor,52,Head,Single,Female,Unemployed,None,Christian
16,Glory Lane,Frank,Taylor,32,Son,Single,Male,"Editor, magazine features",None,None
17,Glory Lane,Cheryl,Cooper,49,Head,Married,Female,Television camera operator,None,Christian
17,Glory Lane,Arthur,Cooper,53,Husband,Married,Male,Firefighter,None,Christian
17,Glory Lane,Joanne,Cooper,26,Daughter,Single,Female,"Education officer, environmental",None,Christian
17,Glory Lane,Danielle,Cooper,23,Daughter,Single,Female,Water quality scientist,None,None
17,Glory Lane,Dale,Cooper,2,Son,NA,Male,Child,None,NA
18,Glory Lane,Paige,Ingram,36,Head,Married,Female,"Lecturer, further education",None,Christian
18,Glory Lane,Howard,Ingram,37,Husband,Married,Male,Air broker,None,Christian
18,Glory Lane,Glen,Ingram,10,Son,NA,Male,Student,None,NA
18,Glory Lane,Carole,Ingram,6,Daughter,NA,Female,Student,None,NA
18,Glory Lane,Arthur,Ingram,4,Son,NA,Male,Child,None,NA
19,Glory Lane,Jessica,Ward,59,Head,Married,Female,Tax adviser,None,Christian
19,Glory Lane,Kevin,Ward,63,Husband,Married,Male,Senior tax professional/tax inspector,None,None
1,Brown Centers,Eleanor,O'Neill,93,Head,Single,Female,Retired Chief Executive Officer,None,Muslim
2,Brown Centers,Anna,North,30,Head,Single,Female,Careers adviser,None,None
2,Brown Centers,Damien,North,9,Son,NA,Male,Student,None,NA
2,Brown Centers,Heather,North,5,Daughter,NA,Female,Student,None,NA
3,Brown Centers,Eleanor,Gibbons,73,Head,Married,Female,Retired Quality manager,None,Christian
3,Brown Centers,Karl,Gibbons,75,Husband,Married,Male,Retired Human resources officer,None,Christian
4,Brown Centers,Donald,Middleton,24,Head,Married,Male,Environmental manager,None,Christian
4,Brown Centers,Katherine,Middleton,19,Wife,Married,Female,University Student,None,Christian
5,Brown Centers,Melanie,Roberts,53,Head,Married,Female,Mental health nurse,None,Christian
5,Brown Centers,Gareth,Roberts,56,Husband,Married,Male,Customer service manager,None,Christian
6,Brown Centers,Kathleen,Andrews,34,Head,Single,Female,"Engineer, maintenance",None,None
6,Brown Centers,Alan,Taylor,36,Partner,Single,Male,Microbiologist,None,None
7,Brown Centers,Nicola,Davies,33,Head,Single,Female,Unemployed,None,None
7,Brown Centers,Francesca,Davies,16,Daughter,NA,Female,Student,None,NA
7,Brown Centers,Elizabeth,Davies,12,Daughter,NA,Female,Student,None,NA
8,Brown Centers,Natasha,Wilson,51,Head,Single,Female,Information systems manager,None,Christian
8,Brown Centers,Vanessa,French,23,None,Single,Female,Licensed conveyancer,None,Christian
8,Brown Centers,Yvonne,Smith,41,None,Single,Female,"Scientist, research (maths)",None,Catholic
8,Brown Centers,Katy,Robson,33,None,Single,Female,Public relations account executive,None,None
8,Brown Centers,Lucy,Atkins,57,None,Single,Female,Pathologist,None,None
9,Brown Centers,Toby,Newton,50,Head,Married,Male,Senior tax professional/tax inspector,None,None
9,Brown Centers,Kate,Newton,51,Wife,Married,Female,"Research officer, political party",None,None
10,Brown Centers,Deborah,Smith,33,Head,Married,Female,Unemployed,None,Sikh
10,Brown Centers,Ashley,Smith,38,Husband,Married,Male,Estate agent,None,None
10,Brown Centers,Richard,Patterson,9,Son,NA,Male,Student,None,NA
10,Brown Centers,Alison,Patterson,7,Daughter,NA,Female,Student,None,NA
11,Brown Centers,Hazel,Barker,67,Head,Widowed,Female,Unemployed,None,Christian
11,Brown Centers,Simon,Barker,48,Son,Divorced,Male,Therapeutic radiographer,None,Christian
11,Brown Centers,Gemma,Barker,45,Daughter,Single,Female,Amenity horticulturist,None,Christian
1,Aethelstan Cliffs,Jayne,Gilbert,63,Head,Married,Female,"Engineer, petroleum",None,Christian
1,Aethelstan Cliffs,Marcus,Gilbert,72,Husband,Married,Male,Retired Site engineer,None,Christian
1,Aethelstan Cliffs,Max,Gilbert,24,Son,Single,Male,"Scientist, research (maths)",None,None
1,Aethelstan Cliffs,Anthony,Gilbert,24,Son,Single,Male,Health and safety inspector,None,Christian
2,Aethelstan Cliffs,Marcus,Powell,39,Head,Single,Male,Unemployed,None,Christian
2,Aethelstan Cliffs,Hazel,Powell,16,Daughter,NA,Female,Student,None,NA
2,Aethelstan Cliffs,Kenneth,Powell,14,Son,NA,Male,Student,None,NA
3,Aethelstan Cliffs,Mary,Mitchell,52,Head,Single,Female,Product manager,None,Christian
3,Aethelstan Cliffs,Suzanne,Mitchell,27,Daughter,Single,Female,Art gallery manager,None,Christian
3,Aethelstan Cliffs,Jay,Mitchell,26,Son,Divorced,Male,Medical technical officer,None,Christian
3,Aethelstan Cliffs,Rachel,Mitchell,18,Daughter,Single,Female,Student,None,Christian
4,Aethelstan Cliffs,Lynda,Fowler,46,Head,Single,Female,"Engineer, materials",None,Methodist
4,Aethelstan Cliffs,Marcus,Fowler,18,Son,Single,Male,Student,None,Methodist
4,Aethelstan Cliffs,Bruce,Fowler,14,Son,NA,Male,Student,None,NA
5,Aethelstan Cliffs,Sophie,Harding,38,Head,Single,Female,Product manager,None,Christian
5,Aethelstan Cliffs,Gemma,Harding,5,Daughter,NA,Female,Student,None,NA
5,Aethelstan Cliffs,Gemma,Harding,2,Daughter,NA,Female,Child,None,NA
5,Aethelstan Cliffs,Brett,Nelson,35,Lodger,Single,Male,"Loss adjuster, chartered",None,None
5,Aethelstan Cliffs,Norman,Clarke,24,Cousin,Divorced,Male,"Geneticist, molecular",None,Muslim
6,Aethelstan Cliffs,Denise,Bailey,37,Head,Married,Female,Logistics and distribution manager,None,Christian
6,Aethelstan Cliffs,Anthony,Bailey-Carter,38,Husband,Married,Male,"Programme researcher, broadcasting/film/video",None,Christian
6,Aethelstan Cliffs,Mark,Bailey-Carter,13,Son,NA,Male,Student,None,NA
6,Aethelstan Cliffs,Patricia,Bailey-Carter,13,Daughter,NA,Female,Student,None,NA
7,Aethelstan Cliffs,Jemma,Perry,73,Head,Married,Female,Retired Pathologist,None,None
7,Aethelstan Cliffs,Abdul,Perry,75,Husband,Married,Male,Retired Technical author,None,None
8,Aethelstan Cliffs,Charlene,Barnes,45,Head,Married,Female,Charity fundraiser,None,Catholic
8,Aethelstan Cliffs,Philip,Barnes,49,Husband,Married,Male,Sport and exercise psychologist,None,Catholic
8,Aethelstan Cliffs,Victoria,Barnes,9,Daughter,NA,Female,Student,None,NA
8,Aethelstan Cliffs,Scott,Barnes,8,Son,NA,Male,Student,None,NA
9,Aethelstan Cliffs,Paige,Chadwick,33,Head,Married,Female,"Journalist, newspaper",None,Jewish
9,Aethelstan Cliffs,Damien,Chadwick,35,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Jewish
9,Aethelstan Cliffs,Jack,Chadwick,14,Son,NA,Male,Student,None,NA
10,Aethelstan Cliffs,Ashleigh,Hobbs,79,Head,Widowed,Female,Retired Barrister's clerk,None,None
10,Aethelstan Cliffs,Linda,Hobbs,40,Daughter,Single,Female,"Engineer, mining",None,None
10,Aethelstan Cliffs,Michael,Hobbs,37,Son,Single,Male,Unemployed,None,None
10,Aethelstan Cliffs,Emily,Hobbs,34,Daughter,Single,Female,Meteorologist,None,None
10,Aethelstan Cliffs,Josh,Hobbs,30,Son,Widowed,Male,Solicitor,None,None
11,Aethelstan Cliffs,Donald,Holloway,37,Head,Married,Male,Paediatric nurse,None,Muslim
11,Aethelstan Cliffs,Gail,Holloway,35,Wife,Married,Female,"Buyer, industrial",None,Muslim
12,Aethelstan Cliffs,Jade,West,51.19016704,Head,Married,Female,"Scientist, water quality",None,Christian
12,Aethelstan Cliffs,Mark,West,53.19016704,Husband,Married,Male,Diagnostic radiographer,None,Christian
12,Aethelstan Cliffs,Rita,West,2,Daughter,NA,Female,Child,None,NA
12,Aethelstan Cliffs,Janice,Tucker,43,Sibling,Single,Female,Theatre director,None,None
13,Aethelstan Cliffs,Jemma,Kaur,43,Head,Married,Female,Systems analyst,None,Catholic
13,Aethelstan Cliffs,Daniel,Kaur,48,Husband,Married,Male,Print production planner,None,Catholic
13,Aethelstan Cliffs,Kyle,Kaur,17,Son,NA,Male,Student,None,NA
13,Aethelstan Cliffs,Gillian,Kelly,13,Daughter,NA,Female,Student,None,NA
